Company,Amount,Year
Microban International,80000,2006
Translational Genomics Research Inst,80000,2006
Stowers Institute,80000,2006
Sunrise Medical,80000,2006
SW Foundation for Biomedical Research,80000,2006
ThermoNor AS,80000,2006
Wistar Institute,80000,2006
Boiron USA,80000,2006
Biocryst Pharmaceuticals,80000,2006
BioSphere Medical,80000,2006
Cold Spring Harbor Laboratory,80000,2006
Alkermes Inc,80000,2006
Alliance for Animal Genome Research,80000,2006
Actelion Ltd,80000,2006
Admetech,80000,2006
American Medical Systems,80000,2006
Avant Immunotherapeutics,80000,2006
Bacterin International,80000,2006
Jackson Laboratory,80000,2006
Iomai Corp,80000,2006
King Pharmaceuticals,80000,2006
Inovio AS,80000,2006
International Pharm Aerosol Consortium,80000,2006
Intersystems Corp,80000,2006
Hologic Inc,80000,2006
Imclone Systems,80000,2006
Idaho Technologies,80000,2006
Durect Corp,80000,2006
CyberKnife Coalition,80000,2006
Empi Inc,80000,2006
Fuller Rehab Independent Living Aids,80000,2006
Heyl Chem-Pharm Fabrik,80000,2006
Implicit Corp,70000,2006
Polymedica Corp,70000,2006
National Orthotic Manufacturers Assn,67500,2006
Orasure Technologies,67000,2006
Navigant Biotechnologies,60000,2006
National Disease Research Interchange,60000,2006
Medicines for Malaria Venture,60000,2006
PharMed Group,60000,2006
SFBC International,60000,2006
Riverain Medical,60000,2006
Vocal Inc,60000,2006
Warnex Inc,60000,2006
Infinia Corp,60000,2006
Karl Storz Endoscopy-America,60000,2006
Keel Pharmaceuticals,60000,2006
JDS Pharmaceuticals,60000,2006
LSU Health Care Services Division,60000,2006
Matritech,60000,2006
Hearing Industries Assn,60000,2006
Genaco Biomedical Products,60000,2006
Excellerx,60000,2006
Endo Pharmaceuticals,60000,2006
Entremed Inc,60000,2006
Engentech Group,60000,2006
Deka Research & Development,60000,2006
Bio Marin Pharmaceutical,60000,2006
Arborgen,60000,2006
A Voice for All,60000,2006
Alatech Healthcare,60000,2006
Cochlear Corp,60000,2006
CR Bard Inc,60000,2006
Cempra Pharmaceuticals,60000,2006
Natural Products Assn,53332,2006
Novation,50000,2006
Natl Coalition For Assistive/Rehab Tech,50000,2006
Tessarae Inc,50000,2006
Canada International Pharmacy Assn,50000,2006
Angiodynamics Inc,45000,2006
United Natural Products Alliance,44000,2006
Pedorthic Footwear Assn,42000,2006
Plasma Products Therapeutic Assn,40000,2006
Renal Solutions,40000,2006
Psychemedics Corp,40000,2006
Shockwave Technical Service,40000,2006
Spherix Inc,40000,2006
Natural Organics,40000,2006
MRE-Holding AS,40000,2006
MedImpact Healthcare Systems Inc,40000,2006
Microdose Technologies,40000,2006
Norbrook Laboratories,40000,2006
North American Rescue Products,40000,2006
Nutritional Health Alliance,40000,2006
NxStage Medical,40000,2006
Ortho Concepts,40000,2006
Thornhill Research,40000,2006
Ventria Bioscience,40000,2006
STB Corp,40000,2006
ViroPharma Inc,40000,2006
Assn of Clinical Research Organizations,40000,2006
Astellas Pharma,40000,2006
AtCor Medical,40000,2006
Atley Pharmaceuticals,40000,2006
American Herbal Products Assn,40000,2006
AFG Biosystems,40000,2006
Advanced Analytical,40000,2006
Advanced Liquid Logic,40000,2006
Acucela Inc,40000,2006
Acutemp,40000,2006
Achaogen,40000,2006
CardioNet,40000,2006
Blacktoe Medical III,40000,2006
Body Media,40000,2006
Bioquiddity Inc,40000,2006
Bioenterprise,40000,2006
Carrington Laboratories,40000,2006
Cell Therapeutics,40000,2006
Cellerant Therapeutics,40000,2006
Covance Inc,40000,2006
Constellation Technology,40000,2006
Cubist Pharmaceuticals,40000,2006
HemCon Medical Technologies,40000,2006
GenPhar Inc,40000,2006
Genomatica,40000,2006
Lauras AS,40000,2006
Medical MetRx Solutions,40000,2006
Kevin McGuiness,40000,2006
Infusion Dynamics,40000,2006
Innovative Biotherapies,40000,2006
Intl Assn Med Equip Remark & Servicers,40000,2006
Djo Inc,38355,2006
American Biotech Labs,37500,2006
Bionicare,35000,2006
National Assn Advancement of Orthotics/Prosthetics,34500,2006
Zoll Medical,30000,2006
CNS Vital Signs,30000,2006
Aksys Ltd,30000,2006
Zimmer Holdings,24000,2006
Philips Electronics,24000,2006
Perrigo Co,20000,2006
Precise Biometrics,20000,2006
National Nutritional Foods Assn,20000,2006
Mobility Products Unlimited,20000,2006
Orthofix International,20000,2006
OSI Systems,20000,2006
Optivus Technology,20000,2006
Novavax Inc,20000,2006
ViRexx Medical Corp,20000,2006
Worldwide Medical Technologies,20000,2006
Vaxin Pharmaceuticals,20000,2006
AeroCare Holdings,20000,2006
Avalon Pharmaceuticals,20000,2006
Basic Research,20000,2006
Coloplast Corp,20000,2006
Consortium for Plant Biotech Research,20000,2006
DOR BioPharma,20000,2006
Dusa Pharmaceuticals,20000,2006
Cytyc Corp,20000,2006
Epix Pharmaceuticals,20000,2006
Halozyme Therapeutics Inc,20000,2006
Galderma Laboratories,20000,2006
Intl Partnership for Microbicides,20000,2006
Inologic,20000,2006
Independence Technology Inc,20000,2006
Idenix Pharmaceuticals,20000,2006
Huntleigh Health Care,20000,2006
I-Flow Corp,20000,2006
Integrated BioPharma,20000,2006
Medical Tool & Technology,20000,2006
TAP Pharmaceutical Products,18884,2006
Natl Cltn of Pharmaceutical Distributors,15000,2006
Stewart Jackson Pharmacal,12000,2006
Inverness Medical Innovations,10000,2006
Healthpoint Ltd,10000,2006
Cellular Bioengineering Inc,10000,2006
Cheetah Pack Marketing,0,2006
Compensation Reform Corp,0,2006
Conceptus Inc,0,2006
Colgate-Palmolive Co,0,2006
Biomedical Systems,0,2006
Biorelix,0,2006
Biotech-Pharma Advisory,0,2006
BioVeris Corp,0,2006
Bracco Diagnostics,0,2006
Buffalo Supply,0,2006
Athena ISG/GTXtreme,0,2006
Ballard Medical Devices,0,2006
AVI BioPharma,0,2006
Astra Tech,0,2006
Arteriocyte Inc,0,2006
Analytical & Life Science Systems Assn,0,2006
Aethlon Medical,0,2006
Advanced Init in Medical Simulation,0,2006
Adl Healthcare,0,2006
American Society for Microbiology,0,2006
HemispheRx Biopharma,0,2006
Harvest Biotech Foundation International,0,2006
Healthcare Compliance Packaging Council,0,2006
Geno AS,0,2006
ESA Biosciences,0,2006
Exact Laboratories,0,2006
Fujirebio Diagnostics Inc,0,2006
Engineered Support Systems Inc,0,2006
Enterix,0,2006
Direct Supply Inc,0,2006
Cyberkinetics Neurotechnology Systems,0,2006
Deliver Med Holdings,0,2006
Cytomedix Inc,0,2006
Integrated Medical Systems,0,2006
Isis Pharmaceuticals,0,2006
Kyphon,0,2006
Laserscope,0,2006
Lasko Products,0,2006
Medical Specialties Distributors,0,2006
Medical Diagnostic Technologies Inc,0,2006
MedAssets Inc,0,2006
Jerome Stevens Pharmaceuticals,0,2006
Home Products International,0,2006
IFOPA,0,2006
Imageware Systems,0,2006
ImmuneRegen Biosciences,0,2006
Hoana Medical,0,2006
Indiana Medical Device Mfrs Council,0,2006
Institute of Heartmath,0,2006
Sterilmed Inc,0,2006
Synzyme Technologies,0,2006
ViaCell Inc,0,2006
United Therapeautics,0,2006
USA Mobility,0,2006
Vanguard Medical Concepts,0,2006
VirtualScopics,0,2006
Vivus Inc,0,2006
WNO Ownership,0,2006
XDX Inc,0,2006
MultiDimensional Imaging,0,2006
MedNet Healthcare Technologies,0,2006
Novavision Inc,0,2006
Noven Pharmaceuticals,0,2006
Nucryst Pharmaceuticals,0,2006
Neuren Pharmaceuticals,0,2006
Opportunity Medical,0,2006
Pharmafab,0,2006
Quidel Corp,0,2006
Quintiles Transnational,0,2006
Primus Pharmaceuticals,0,2006
Phoenix Scientific,0,2006
Physician Diagnostic Services,0,2006
Pharmaceutical Distributors Assn,0,2006
Pharmaceutical Printed Literature Assn,0,2006
Sigma-Aldrich Corp,0,2006
Semafore Pharmaceuticals,0,2006
Reckitt Benckiser Inc,0,2006
ResMed Inc,0,2006
Rotech Healthcare,0,2006
Sam Medical Products,0,2006
Pharmaceutical Research & Manufacturers of America,22733400,2007
Amgen Inc,16260000,2007
Pfizer Inc,13800000,2007
Roche Holdings,9049567,2007
Sanofi-Aventis,8420000,2007
GlaxoSmithKline,8240000,2007
Johnson & Johnson,7860000,2007
Biotechnology Industry Organization,7160000,2007
Novartis AG,6905000,2007
Bristol-Myers Squibb,6000000,2007
AstraZeneca PLC,4935500,2007
Merck & Co,4830000,2007
Abbott Laboratories,4640000,2007
Bayer AG,4348550,2007
Eli Lilly & Co,4277220,2007
AdvaMed,3109889,2007
Medicines Co,2730000,2007
Genzyme Corp,2720000,2007
Sepracor Inc,2534337,2007
Wyeth,2470000,2007
Teva Pharmaceutical Industries,2260000,2007
Schering-Plough Corp,2160000,2007
Baxter International,2160000,2007
Boston Scientific Corp,1960000,2007
Merck KGaA,1780000,2007
Medtronic Inc,1700000,2007
Barr Laboratories,1700000,2007
Cardinal Health,1662400,2007
CH Boehringer Sohn,1437265,2007
AmerisourceBergen Corp,1307750,2007
Millennium Pharmaceuticals,1280000,2007
"Becton, Dickinson & Co",1266616,2007
Biogen Idec,1240000,2007
Talecris Biotherapeutics,1220000,2007
Cephalon Inc,1062438,2007
McKesson Corp,1040000,2007
Watson Pharmaceuticals,980000,2007
Novo Nordisk Pharmaceuticals,960000,2007
Kinetic Concepts,820000,2007
Covidien Ltd,820000,2007
Generic Pharmaceutical Assn,818128,2007
TAP Pharmaceutical Products,810000,2007
Life Technologies Corp,800000,2007
Invacare Corp,730000,2007
Pharmaceutical Care Management Assn,718789,2007
Gilead Sciences,660000,2007
Healthcare Distribution Management Assn,640000,2007
Amylin Pharmaceuticals,622750,2007
Medical Device Manufacturers Assn,550000,2007
Medicis Pharmaceutical Corp,540000,2007
Affymetrix Inc,540000,2007
Nestle SA,530000,2007
Academy of Managed Care Pharmacies,521777,2007
Allergan Inc,520000,2007
Calspan-Univ of Buffalo Research Center,473250,2007
Eisai Co Ltd,450000,2007
SCOOTER Store,450000,2007
Consumer Healthcare Products Assn,444322,2007
Pharma Industry Labor Management Assn,440000,2007
Pharmathene Inc,440000,2007
Mgi Pharma,430000,2007
Myriad Genetics,420000,2007
Praxair Inc,420000,2007
Pain Therapeutics,420000,2007
Welch Allyn Inc,420000,2007
GRAS/E Coalition,420000,2007
Herbalife International,420000,2007
Hoveround Corp,400000,2007
Council for Responsible Nutrition,400000,2007
Council on Radionuclides & Radiopharm,400000,2007
Coalition To Preserve DSHEA,400000,2007
St Jude Medical,400000,2007
Forest Laboratories,394000,2007
Shire Plc,390000,2007
Astellas Pharma,380000,2007
Adams Respiratory Therapeutics,380000,2007
Thoratec Corp,370000,2007
Apotex Inc,368300,2007
Pacific Pulmonary Services,360000,2007
Seniors Coalition,350000,2007
Mentor Corp,340000,2007
Introgen Therapeutics,320000,2007
Mobile Medical International Corp,320000,2007
Stryker Corp,320000,2007
Momenta Pharmaceuticals,310000,2007
Edwards Lifesciences,304558,2007
IDM Pharma,300000,2007
Purdue Pharma,290000,2007
Northfield Laboratories,280000,2007
Cook Group,280000,2007
Cltn for Competitive Pharma Marketing,280000,2007
Healthcare Institute of New Jersey,277122,2007
Hollister Inc,270000,2007
Mylan Inc,270000,2007
CSL Ltd,260000,2007
Bioscrip Inc,260000,2007
Hollis-Eden Pharmaceuticals,250000,2007
Kyphon,245000,2007
IOGEN Corp,240000,2007
Cubist Pharmaceuticals,240000,2007
Cangene Corp,240000,2007
Medical Imaging & Technology Alliance,240000,2007
Ranbaxy Pharmaceuticals,240000,2007
Spaltudaq Corp,240000,2007
Sirtex Medical,240000,2007
VaxInnate Corp,240000,2007
ViroPharma Inc,240000,2007
Vestara,236000,2007
Natl Coalition For Assistive/Rehab Tech,235000,2007
Hospira Inc,221000,2007
Daiichi Sankyo Inc,220000,2007
Ferring BV,220000,2007
Academy of Radiology Research,220000,2007
NitroMed Inc,220000,2007
Plasma Protein Therapeutics Assn,220000,2007
Panflu,220000,2007
Minnesota Thermal Science,200000,2007
Polymedica Corp,200000,2007
Vocal Inc,200000,2007
Specialty & Biotech Distributors Assn,200000,2007
Abiomed Inc,200000,2007
Amphastar Pharmaceuticals,200000,2007
Analogic Corp,200000,2007
Alnylam Pharmaceuticals,200000,2007
Calypso Medical Technologies,200000,2007
Chimerix,200000,2007
Exoxemis Inc,200000,2007
Otsuka Pharmaceutical,193612,2007
Pride Mobility Products,190000,2007
AQI,187000,2007
Michigan Biotechnology Institute,185000,2007
Novavision Inc,180000,2007
Steris Corp,180000,2007
Varian Medical Systems,180000,2007
Takeda Pharmaceutical Co,180000,2007
Admetech,180000,2007
Constella Group,180000,2007
Hill-Rom Holdings,180000,2007
Dey LP,170000,2007
Djo Inc,170000,2007
Power Mobility Coalition,162839,2007
Onconova Therapeutics,160000,2007
Neuromolecular Pharmaceuticals,160000,2007
Smith & Nephew,160000,2007
Solvay SA,160000,2007
Genomic Health Inc,160000,2007
Accuray Inc,160000,2007
Actelion Ltd,160000,2007
Aushon Biosystems,160000,2007
Alpharma Inc,160000,2007
Apollo Advisors,160000,2007
C-Path Institute,160000,2007
Biotech Research & Development Center,155000,2007
Coalition for Plant & Life Science,150000,2007
Aastrom Biosciences,150000,2007
Biopure Corp,145000,2007
Natl Cltn of Pharmaceutical Distributors,145000,2007
Natural Products Assn,142400,2007
Natl Cltn/Quality Diagnostic Imaging Svc,140000,2007
Morton Grove Pharmaceuticals Inc,140000,2007
Medical Imaging Contrast Agent Assn,140000,2007
Palomar Medical Technologies,140000,2007
Primecell Therapeutics,140000,2007
Salix Pharmaceuticals,140000,2007
Bacterin International,140000,2007
Agennix Inc,140000,2007
Angiodynamics Inc,140000,2007
Amyris Biotech,140000,2007
American Bioindustry Alliance,140000,2007
American Medical Systems,140000,2007
Arbor Vita Corp,140000,2007
Embera,140000,2007
Digene Corp,140000,2007
Dan Cohen Consultants,140000,2007
Hologic Inc,140000,2007
Intersystems Corp,140000,2007
Implicit Corp,140000,2007
Cyberonics Inc,133600,2007
Thermo Fisher Scientific,131000,2007
Air Products & Chemicals Inc,130259,2007
Tissue Regeneration Technologies,130000,2007
Theragenics Corp,130000,2007
NanoViricides Inc,130000,2007
Safe Life Corp,128000,2007
Acambis Inc,122000,2007
American Orthotic & Prosthetic Assn,121000,2007
Aspect Medical Systems,120000,2007
AtCor Medical,120000,2007
A Voice for All,120000,2007
Advanced Analytical,120000,2007
Advanced Liquid Logic,120000,2007
Aldevron,120000,2007
Akers Biosciences,120000,2007
Akesis Pharmaceuticals,120000,2007
Achaogen,120000,2007
Association of Medical Device Reprocessors,120000,2007
Brain Cells Inc,120000,2007
Branded Pharmaceutical Assn,120000,2007
CombinatoRx Inc,120000,2007
Canada International Pharmacy Assn,120000,2007
Cerus Corp,120000,2007
Cempra Pharmaceuticals,120000,2007
Cryolife Inc,120000,2007
E+Healthcare,120000,2007
Elusys Therapeutics,120000,2007
Inverness Medical Innovations,120000,2007
Genencor International,120000,2007
Humanetics Corp,120000,2007
Idaho Technologies,120000,2007
SonoSite Inc,120000,2007
UCB SA,120000,2007
USA Mobility,120000,2007
XOMA,120000,2007
MRE-Holding AS,120000,2007
National Center for Genome Resources,120000,2007
Navigant Biotechnologies,120000,2007
Lifeblood Medical,120000,2007
Lifecell Corp,120000,2007
Metabolix,120000,2007
Bavarian Nordic,112000,2007
Fleming & Co Pharmaceuticals,110000,2007
Orasure Technologies,108000,2007
TransGenRx Inc,103900,2007
Viagen Inc,100000,2007
YM BioSciences,100000,2007
Z-Medica,100000,2007
Pharmacyclics,100000,2007
Riverain Medical,100000,2007
Martek Biosciences,100000,2007
National Alliance for Infusion Therapy,100000,2007
DFB Pharmaceuticals,100000,2007
CytoGenix Inc,100000,2007
Intercell USA,100000,2007
Bracco Diagnostics,100000,2007
Celgene Corp,100000,2007
Clinical Data Inc,100000,2007
Alatech Healthcare,100000,2007
4 Sc Ag,100000,2007
Novation,95500,2007
Reliant Pharmaceuticals,90000,2007
Molecular Insight Pharmaceuticals,90000,2007
Myotech Llc,80000,2007
National Disease Research Interchange,80000,2007
New Jersey Center for Biomaterials,80000,2007
Lytex Biopharma AS,80000,2007
Microban International,80000,2007
Research Corporation Technologies,80000,2007
Respironics Inc,80000,2007
PharMerica Corp,80000,2007
Ohio Willow Wood,80000,2007
Osiris Therapeutics,80000,2007
Otologics Llc,80000,2007
Wistar Institute,80000,2007
Vivitrol Business Unit,80000,2007
Translational Genomics Research Inst,80000,2007
ThermoNor AS,80000,2007
Shire Pharmaceuticals,80000,2007
STB Corp,80000,2007
SW Foundation for Biomedical Research,80000,2007
ACE BioSciences A/S,80000,2007
Autopills,80000,2007
Assn of Clinical Research Organizations,80000,2007
Arborgen,80000,2007
Cold Spring Harbor Laboratory,80000,2007
Cell Therapeutics,80000,2007
Callahan & Chase,80000,2007
Biocryst Pharmaceuticals,80000,2007
International Pharm Aerosol Consortium,80000,2007
Innovative Biotherapies,80000,2007
Inovio AS,80000,2007
Intl Partnership for Microbicides,80000,2007
Lauras AS,80000,2007
Deka Research & Development,80000,2007
Genaco Biomedical Products,80000,2007
Empi Inc,80000,2007
Zimmer Inc,78000,2007
Isis Pharmaceuticals,76000,2007
Infimed,70000,2007
Stemcyte Inc,70000,2007
Matritech,70000,2007
Association for Quality Imaging,68000,2007
Heyl Chem-Pharm Fabrik,65000,2007
Hyper Ox,60000,2007
Human Genome Sciences,60000,2007
Infinia Corp,60000,2007
Infection Prevention Systems,60000,2007
Integrated Medical Systems,60000,2007
ImmuneRegen Biosciences,60000,2007
King Pharmaceuticals,60000,2007
Iomai Corp,60000,2007
Encore Medical Corp,60000,2007
Galen Bio,60000,2007
E-Z-EM Inc,60000,2007
Durect Corp,60000,2007
CR Bard Inc,60000,2007
Anzenna Inc,60000,2007
AeroCare Holdings,60000,2007
AFG Biosystems,60000,2007
Berlex Laboratories,60000,2007
Breckenridge Pharmaceutical,60000,2007
Biovest International,60000,2007
Bioquiddity Inc,60000,2007
Buffalo Supply,60000,2007
CardioNet,60000,2007
Conjugon Inc,60000,2007
Consortium for Plant Biotech Research,60000,2007
Medical Diagnostic Technologies Inc,60000,2007
Nanogen,60000,2007
Microlin Medical Laboratories,60000,2007
Mind Institute,60000,2007
NxStage Medical,60000,2007
OxyBand Technologies,60000,2007
Replidyne Inc,60000,2007
Planet Biotechnology,60000,2007
Prasco Laboratories,60000,2007
Stowers Institute for Medical Research,60000,2007
Tessarae Inc,60000,2007
Traumacure,60000,2007
United Natural Products Alliance,60000,2007
Zimmer Holdings,60000,2007
Pittsburgh Life Sciences Greenhouse,50300,2007
Qmed,50000,2007
Orthovita,50000,2007
Microdose Technologies,50000,2007
Sunrise Medical,50000,2007
Gambro AB,50000,2007
GenPhar Inc,40000,2007
Excellerx,40000,2007
Endo Pharmaceuticals,40000,2007
Epix Pharmaceuticals,40000,2007
Covance Inc,40000,2007
Constellation Technology,40000,2007
Cyberkinetics Neurotechnology Systems,40000,2007
Coloplast Corp,40000,2007
Dusa Pharmaceuticals,40000,2007
DexCom,40000,2007
Jackson Laboratory,40000,2007
Ikor Inc,40000,2007
Hoana Medical,40000,2007
Hearing Industries Assn,40000,2007
HemCon Medical Technologies,40000,2007
Henry Schein Inc,40000,2007
Cochlear Corp,40000,2007
Classic Optical Laboratories,40000,2007
Clearcount Medical Solutions,40000,2007
Cellular Bioengineering Inc,40000,2007
Calspan Corp,40000,2007
Body Media,40000,2007
Bioenterprise,40000,2007
Biomec Inc,40000,2007
Bionicare Medical Technologies,40000,2007
Bioniche Life Sciences,40000,2007
Bioprotection Systems,40000,2007
Advanced Init in Medical Simulation,40000,2007
